manufacturercode,manufacturername,sectorcode,sectorname,mediacode,medianame,categorycode,categoryname,segmentcode,segmentname,recordcount,percent,yyyyqqretailereow
9999999999,ALL,2,Dry Grocery,1360,Print At Home,2,Coffee & Tea,1,Food,92,0.00000135,201601
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,4,"Charcoal, Logs & Accessories",1,Food,27,0.00000040,201601
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,10,Ready to Eat Fruits & Salads,1,Food,498,0.00000730,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,5,Heat & Eat Prepared Foods,1,Food,41,0.00000060,201601
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,1,Health Aids & Remedies,1,Food,717,0.00001051,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,1,Health Aids & Remedies,1,Food,5,0.00000007,201601
9999999999,ALL,2,Dry Grocery,202,FSI,9,Meat/Poultry/Seafood,1,Food,17,0.00000025,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,5,Milk,1,Food,41,0.00000060,201601
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,4,"Charcoal, Logs & Accessories",1,Food,194,0.00000284,201601
9999999999,ALL,2,Dry Grocery,202,FSI,11,Kitchen Items & Appliances,1,Food,1814,0.00002658,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,7,"Hand Cleanser, Bath Soap & Body Wash",1,Food,78,0.00000114,201601
9999999999,ALL,2,Dry Grocery,202,FSI,4,Fragrances & Gift Sets,1,Food,11838,0.00017348,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,5,Clothing & Undergarments,1,Food,82,0.00000120,201601
9999999999,ALL,2,Dry Grocery,202,FSI,7,Heat & Eat Prepared Foods,1,Food,559,0.00000819,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,3,Books & Magazines,1,Food,340,0.00000498,201601
9999999999,ALL,2,Dry Grocery,202,FSI,2,Cosmetics,1,Food,248,0.00000363,201601
9999999999,ALL,2,Dry Grocery,1360,Print At Home,3,Deodorant,1,Food,2066,0.00003028,201601
9999999999,ALL,2,Dry Grocery,9999,Unknown,9,Household Cleaners & Supplies,1,Food,711,0.00001042,201601
9999999999,ALL,2,Dry Grocery,202,FSI,8,Meal & Side Dish Mixes & Kits,1,Food,585,0.00000857,201601
9999999999,ALL,2,Dry Grocery,202,FSI,14,Pesticides,1,Food,7760,0.00011372,201601
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,14,Meat & Seafood - Canned,1,Food,3,0.00000004,201601
9999999999,ALL,2,Dry Grocery,510,Handout Electronic Checkout,7,Chips/Pretzels/Popcorn,1,Food,30,0.00000044,201601
9999999999,ALL,2,Dry Grocery,202,FSI,4,Fruit,1,Food,1660,0.00002433,201601
